ID,Title,Status,Owner,Authoring Company,Last Modified On,Published Channels,Expiry Date
"UC00092461","Optimizing Financial Planning","Archived","Ru Jia","SAP","May 29, 2024","","Sep 5, 2024"
"UC00092427","Vendor Portal","Archived","Ru Jia","SAP","May 29, 2024","","Sep 5, 2024"
"UC00092377","Efficient Homes with Improved Insight into Demand and Supply","Archived","Ru Jia","SAP","May 29, 2024","","Sep 5, 2024"
"UC00092376","Revolutionize Customer Engagement with a Flexible Data Platform","Archived","Ru Jia","SAP","May 29, 2024","","Sep 5, 2024"
"UC00092275","Detect Water Leakages with Intelligent Analytics","Archived","Ru Jia","SAP","May 29, 2024","","Sep 5, 2024"
"UC00092269","Dashboarding and Analytics for Contingent Labor","Archived","Ru Jia","SAP","May 29, 2024","","Sep 5, 2024"
"UC00092271","Operation Control Center and Intelligent Dashboards for HR","Archived","Ru Jia","SAP","May 29, 2024","","Sep 5, 2024"
"UC00092375","Healthcare for the Poor and Vulnerable","Archived","Ru Jia","SAP","May 29, 2024","","Sep 5, 2024"
"UC00092268","Virtual Power Plant (VPP) with Energy Operation & Intelligence Platform","Archived","Ru Jia","SAP","May 29, 2024","","Sep 5, 2024"
"UC00092263","Bots and RPA to Improve Customer Service and Sales Force Automation","Archived","Ru Jia","SAP","May 29, 2024","","Sep 5, 2024"
"UC00092246","Unified Call Center","Archived","Ru Jia","SAP","May 29, 2024","","Aug 30, 2024"
"UC00092247","Gamification Driven Demand Response Management","Archived","Ru Jia","SAP","May 29, 2024","","Aug 31, 2024"
"UC0009432","Master Data Governance for Intelligent Enterprise Asset Management","Archived","Ru Jia","SAP","May 29, 2024","","Sep 1, 2024"
"UC0009461","Wildfire Analysis with Satellite Images","Archived","Ru Jia","SAP","May 29, 2024","","Sep 1, 2024"
"UC0009287","Zero Waste Production","Archived","Ru Jia","SAP","May 29, 2024","","Aug 31, 2024"
"UC00092251","AI-Driven Inspection of Electric Poles","Archived","Ru Jia","SAP","May 29, 2024","","Sep 1, 2024"
"UC0009545","Automatically Matching Payments with Receivables","Archived","Ru Jia","SAP","May 29, 2024","","Sep 1, 2024"
"UC00092272","Better Working World in Harmony with Nature","Archived","Ru Jia","SAP","May 29, 2024","","Sep 5, 2024"
"UC0009481","Digital Transformation in Transmission Line Inspections","Archived","Ru Jia","SAP","May 29, 2024","","Sep 1, 2024"
"UC0009341","Digital Integration Hub for API Management","Archived","Ru Jia","SAP","May 29, 2024","","Aug 31, 2024"
"UC0009331","Predictive Quality in Manufacturing Plant","Archived","Ru Jia","SAP","May 29, 2024","","Aug 31, 2024"
"UC0009224","Automate Document Processes and Improve Customer Satisfaction","Archived","Ru Jia","SAP","May 29, 2024","","Aug 29, 2024"
"UC00091608","Short-Term Load Forecasting","Archived","Ru Jia","SAP","May 29, 2024","","Aug 29, 2024"
"UC00091604","Detecting and Defeating Fraud by using Blockchain","Archived","Ru Jia","SAP","May 29, 2024","","Aug 29, 2024"
"UC00092243","Self-Service My Water Easy","Archived","Ru Jia","SAP","May 29, 2024","","Aug 29, 2024"
"UC00092244","Talent Exchange","Archived","Ru Jia","SAP","May 29, 2024","","Aug 30, 2024"
"UC00092226","Saving Patient Lives with SAP Data Intelligence","Archived","Ru Jia","SAP","May 29, 2024","","Aug 29, 2024"
"UC00092347","SAP-Powered High-Performance Geographic Information System (GIS)","Archived","Ru Jia","SAP","May 29, 2024","","Sep 5, 2024"
"UC0009318","Mobility Business Network","Archived","Ru Jia","SAP","May 29, 2024","","Aug 31, 2024"
"UC00092249","Visualization and Analytics for Distributed Energy Resources","Archived","Ru Jia","SAP","May 29, 2024","","Sep 1, 2024"
"UC00092241","Digital Operations Control Center for Maintenance","Archived","Ru Jia","SAP","May 29, 2024","","Aug 29, 2024"
"UC00092274","Predictive Maintenance for Underground Power Lines","Archived","Ru Jia","SAP","May 29, 2024","","Oct 13, 2024"
"UC00092245","Smart Response System for Utilities","Archived","Ru Jia","SAP","May 29, 2024","","Aug 30, 2024"
"UC0009167","Patient Screening for Clinical Trials","Archived","Ru Jia","SAP","May 29, 2024","","Aug 28, 2024"
"UC00091588","Smart Reel Project","Archived","Ru Jia","SAP","May 29, 2024","","Aug 28, 2024"
"UC0009187","Operation Control Center and Intelligent Dashboards for Finance","Archived","Ru Jia","SAP","May 29, 2024","","Aug 28, 2024"
"UC00091416","Integrated Research Platform for R&D","Archived","Ru Jia","SAP","May 29, 2024","","Aug 28, 2024"
"UC0009155","Clinical Data Warehouse","Archived","Ru Jia","SAP","May 29, 2024","","Aug 25, 2024"
"UC00091560","Intelligent Operation Control Center for Utilities","Archived","Ru Jia","SAP","May 29, 2024","","Aug 28, 2024"
"UC00091582","The HR Chatbot","Archived","Ru Jia","SAP","May 29, 2024","","Aug 28, 2024"
"UC0009144","Transformer Load Analytics for Long-Term Load Capacity Planning","Archived","Ru Jia","SAP","May 29, 2024","","Aug 25, 2024"
"UC0009173","Intelligent Payments & Fraud Management","Archived","Ru Jia","SAP","May 29, 2024","","Aug 28, 2024"
"UC00091518","Emergency Room Management Dashboard","Archived","Ru Jia","SAP","May 29, 2024","","Aug 28, 2024"
"UC0009141","Vegetation Management","Archived","Ru Jia","SAP","May 29, 2024","","Aug 25, 2024"
"UC000953","Integrated Emergency Management and Public Safety System","Archived","Ru Jia","SAP","May 29, 2024","","Aug 25, 2024"
"UC0009138","Gain New Insights and Optimize Assets with Real-Time Engineering Analysis","Archived","Ru Jia","SAP","May 29, 2024","","Oct 13, 2024"
"UC00091589","Better Data-Driven Decisions founded on Profitability and Performance Models","Archived","Ru Jia","SAP","May 29, 2024","","Aug 24, 2024"
"UC00099","Asset / Equipment Health Analysis","Archived","Ru Jia","SAP","May 29, 2024","","Aug 23, 2024"
"UC000950","Customer Analytics / Precise Digital Marketing","Archived","Ru Jia","SAP","May 29, 2024","","Aug 25, 2024"
"UC0009255","Windfarm Analytics","Archived","Ru Jia","SAP","May 29, 2024","","Aug 31, 2024"
"UC0009106","Intelligent Business Operations (IBO)","Archived","Ru Jia","SAP","May 29, 2024","","Aug 25, 2024"
"UC000946","Augmented Analytics and Dashboarding for Smart Meter Data","Archived","Ru Jia","SAP","May 29, 2024","","Aug 25, 2024"
"UC0009536","Theft and Fraud Detection for Utility Distribution Companies","Archived","Ru Jia","SAP","May 29, 2024","","Sep 1, 2024"
"UC00091146","Asset Data Quality","Archived","Ru Jia","SAP","May 29, 2024","","Aug 21, 2024"
"UC0009433","Master Data Governance for Retail and Fashion Management","Archived","Ru Jia","SAP","May 29, 2024","","Oct 13, 2024"
"UC00000006","Give Everyone a Voice in Your Organization with Employee Surveys","Draft","Jana Velevska","Semos Cloud","May 28, 2024","","Feb 28, 2026"
"UC00004319","Set Up Recognition Programs for Blue Collar Workers","Draft","Jana Velevska","Semos Cloud","May 28, 2024","","Feb 28, 2026"
"UC10000004","Test: Simplify use case creation using help features in UCR (Ingo)","Archived","Ingo Deck","SAP","May 27, 2024","Content Discovery","Nov 8, 2024"
"UC00003274","Eliminate data duplication in your master data","Draft","Ray Gardner","HCL","May 24, 2024","",""
"UC00003005","Build applications on SAP BTP, Cloud Foundry runtime","Archived","Gaurav Dey","SAP","May 20, 2024","","Feb 28, 2025"
"UC10000236","Use case for Discovery Center Demo","Archived","Avik Chakraborty","SAP","May 20, 2024","",""
"UC10000240","KPMG - Managing Corporate Income Taxes in SAP","Archived","Prashant Jayaraman","SAP","May 6, 2024","",""
"UC00093023","Manufacturing Quality","Archived","Michelle Buziak","SAP","May 2, 2024","","Oct 28, 2025"
"UC00091469","Calibration Monitoring and Predictive Maintenance for Automotive","Archived","Dimitrios Lyras","SAP","May 2, 2024","","Jul 22, 2025"
"UC0009215","Machine Status Monitoring for Medical Devices","Archived","Ru Jia","SAP","May 2, 2024","","May 2, 2025"
"UC00091481","Digital Oilfield","Archived","Andjelka Srdic","SAP","May 2, 2024","","May 2, 2025"
"UC10000255","Dayforce Tax Integration","Draft","Nick Ferreira","Dayforce","Apr 22, 2024","",""
"UC10000252","KPS - Business and Digital Transformation","Archived","Héctor Fernández martínez","KPS","Apr 18, 2024","",""
"UC10000249","KPMG - Intelligent Forecasting with SAP AI Core","Archived","Giuseppe Staropoli","KPMG","Apr 17, 2024","",""
"UC10000248","KPMG - Innovative Real-Time Forecasting Process","Archived","Giuseppe Staropoli","KPMG","Apr 17, 2024","",""
"UC10000251","NTT Data - Crea&Crece Law","Archived","María Elena Ferrnandez Rodriguez","NTT DATA","Apr 17, 2024","",""
"UC10000244","NTT - Pay Range","Archived","María Elena Ferrnandez Rodriguez","NTT DATA","Apr 16, 2024","",""
"UC10000242","NTT DATA - Certificate Manager","Archived","María Elena Ferrnandez Rodriguez","NTT DATA","Apr 16, 2024","",""
"UC10000245","NTT - CV Manager","Archived","María Elena Ferrnandez Rodriguez","NTT DATA","Apr 16, 2024","",""
"UC00004309","CALM missions","Draft","Gaurav Dey","SAP","Apr 16, 2024","",""
"UC00000018","Improving Data Quality According to your own Quality Standards","Archived","Michael Nørgaard","NTT DATA","Apr 8, 2024","",""
"UC10000023","Integrate Amazon Rekognition and SAP EHS for PPE Detection","Draft","Swati Maste","SAP","Mar 28, 2024","","Mar 31, 2026"
"UC10000224","Intelligent Government Cockpit","Draft","Moritz Magel","SAP","Mar 26, 2024","","Mar 19, 2026"
"UC00093239","Global VIP Hospitality Experience","Published","Simone Paoli","SAP","Mar 21, 2024","Content Discovery","Sep 22, 2026"
"UC00093299","Bringing Business to Businesses - Reducing the Cost of Running a Business","Published","Simone Paoli","SAP","Mar 21, 2024","Content Discovery","Sep 22, 2026"
"UC00093384","SAMSUNG - SAP Commerce MultiStore - Building a global e-commerce platform","Published","Simone Paoli","SAP","Mar 21, 2024","Content Discovery","Mar 6, 2027"
"UC00003884","3884 - Central Repository for Market Data","Draft","Dirk Neumann","Brisken","Mar 18, 2024","",""
"UC00003543","Assess the Disruption to Your Supply Chain Caused by Global Events","Draft","Ramesh Varsani","Cordis","Mar 15, 2024","","May 14, 2026"
"UC00003966","Integrate with SAP Products Offline Through a Mobile App","Archived","Gregory Doukas","Trifork","Mar 15, 2024","","Mar 15, 2025"
"UC00004218","Fully Automate Union Processes","Archived","Kirsty T","Sodales","Mar 15, 2024","","Mar 15, 2025"
"UC00093194","Supercharge your Digital Channels with a Marketplace","Archived","Rupert O'Halloran","SAP","Mar 11, 2024","","Mar 11, 2025"
"UC00093351","Manage the COVID-19 crisis: a mobile app to identify contacts of people infected with COVID-19","Draft","Josefine Ohnesorg","SAP","Mar 11, 2024","",""
"UC10000061","Finance Transformation for Banks based on SAP S/4HANA Financial Products Subledger","Draft","Torsten Hoffmann","SAP","Mar 10, 2024","SAP.COM","Mar 10, 2026"
"UC00093334","FG: Ariba SLP & FG integration","Archived","Courtney Trask","SAP","Mar 7, 2024","","Aug 28, 2025"
"UC00003647","Integrate your shipping provider","Draft","Thomas Neuhaus","AGILITA","Mar 6, 2024","",""
"UC10000188","Auto-Completion of Sales Order Data","Archived","Ingo Hartmann","SAP","Feb 19, 2024","","Feb 28, 2025"
"UC10000173","Propose Material Fields (Data Attribute Recommendation)","Archived","Ingo Hartmann","SAP","Feb 19, 2024","","Feb 28, 2025"
"UC10000154","Propose Commodity Codes (Data Attribute Recommendation)","Archived","Ingo Hartmann","SAP","Feb 19, 2024","","Feb 28, 2025"
"UC10000183","SAP Product Lifecycle Costing","Draft","Ingo Hartmann","SAP","Feb 19, 2024","",""
"UC10000187","SAP Dynamic Pricing","Draft","Ingo Hartmann","SAP","Feb 19, 2024","",""
"UC10000186","Recommend Content for Sourcing Event Creation","Archived","Ingo Hartmann","SAP","Feb 19, 2024","","Feb 28, 2025"
"UC00004212","Enabling Organizations to Build Regulatory Compliance","Draft","Kirsty T","Sodales","Feb 19, 2024","",""
"UC00004229","Proactive Labor Relations","Draft","Kirsty T","Sodales","Feb 19, 2024","",""
"UC00004215","Identify Non-Conformities","Draft","Kirsty T","Sodales","Feb 19, 2024","",""
"UC00004230","Risk Prevention","Draft","Kirsty T","Sodales","Feb 19, 2024","",""
"UC00004217","Automate Medical Practices for Employees","Draft","Kirsty T","Sodales","Feb 19, 2024","",""
"UC00004216","Improve Employee Experience and Reduce Discrimination","Draft","Kirsty T","Sodales","Feb 19, 2024","",""
"UC10000167","Clean Core Extensibility for SAP S/4HANA in the cloud and on premise with ABAP based extensions","Draft","Andre Fischer","SAP","Feb 15, 2024","",""
"UC10000058","Expedite Freight Verification and Documentation in SAP Transportation Management","Draft","Bill King","SAP","Feb 6, 2024","",""
"UC10000057","Auto-Complete Sales Orders in SAP S/4HANA Cloud","Draft","Juergen Butsmann","SAP","Feb 6, 2024","",""
"UC10000056","Automate Extraction of Sales Orders in SAP S/4HANA Cloud","Draft","Juergen Butsmann","SAP","Feb 6, 2024","",""
"UC10000116","Fixed Asset Inventory Solution","Archived","Oliver Kolb","SAP","Jan 30, 2024","","Jan 30, 2025"
"UC0009716","Predictive Product Quality","Archived","Kai Aldinger","SAP","Jan 22, 2024","","Jan 22, 2025"
"UC10000176","SBN: Green House Gas Emission data on SAP Business Network for Logistics","Archived","Harsh Vardhan Satsangi","SAP","Jan 19, 2024","","Jan 23, 2025"
"UC00093025","S4, ARB : Auto Generation of Ariba Event from ERP Demand - BTP Integration","Archived","Ganesh Ramachandran","SAP","Jan 18, 2024","","Jan 24, 2025"
"UC00093164","ARB: Ariba Supplier Request and NDA process - BTP Integration","Archived","Ganesh Ramachandran","SAP","Jan 18, 2024","","Jan 24, 2025"
"UC00092698","ARB, S/4: Non-Catalog Wizard - BTP Extension","Published","Swen Fuchs","SAP","Jan 18, 2024","Content Discovery","Jan 7, 2027"
"UC00092700","ARB, S/4: Best Price Adviser - BTP Extension","Published","Swen Fuchs","SAP","Jan 18, 2024","Content Discovery","Jan 7, 2027"
"UC00092661","ARB, SBN: Ariba P2P Virtual Card Integration - BTP Integration SBN4P","Archived","Ganesh Ramachandran","SAP","Jan 17, 2024","","Jan 17, 2025"
"UC00093034","SBN: CMO Stock Transfer Application - BTP Extension SBN4P","Published","Swen Fuchs","SAP","Jan 17, 2024","Content Discovery","Jan 7, 2027"
"UC00092944","SBN: Supplier SSO into BTP - DMS from Purchase Order - BTP Extension SBN4P","Archived","Ganesh Ramachandran","SAP","Jan 16, 2024","","Jan 16, 2025"
"UC00093181","Increase Revenue with Intelligent Selling with SAP Commerce Cloud","Archived","Rupert O'Halloran","SAP","Jan 16, 2024","","Feb 22, 2025"
"UC10000157","SBN: Share Supplier Performance Data - BTP Extension SBN4P","Published","Swen Fuchs","SAP","Jan 15, 2024","Content Discovery","Jan 13, 2027"
"UC00093361","Increasing Sales with SAP Conversational AI","Published","Omid Nazier","SAP","Jan 15, 2024","Content Discovery","Mar 5, 2027"
"UC00093362","Intelligent Ticketing System","Published","Omid Nazier","SAP","Jan 15, 2024","Content Discovery","Sep 18, 2026"
"UC00093377","Intelligent Sales Chatbot","Published","Omid Nazier","SAP","Jan 15, 2024","Content Discovery","Sep 18, 2026"
"UC00093383","Reducing Call Center Workload","Published","Omid Nazier","SAP","Jan 15, 2024","Content Discovery","Sep 18, 2026"
"UC10000109","Use SAP BTP for great AI use cases (Test)","Archived","Oliver Lehmann","SAP","Jan 12, 2024","",""
"UC10000151","End to End Integration from S/4 to DS to SAC","Draft","Srinivasan Kumar","delaware","Jan 8, 2024","",""
"UC10000152","Automatic completion of supplier information by Gen AI","Draft","Kai Aldinger","SAP","Jan 8, 2024","",""
"UC10000103","Accelerate Process Improvement with Process change Recommender by SAP Signavio Process AI","Draft","Anubhav Khare","SAP","Jan 5, 2024","",""
"UC10000104","Revolutionizing SAP Build with Dynamic Improvement Action Recommendations","Draft","Anubhav Khare","SAP","Jan 5, 2024","",""
"UC10000105","Unleashing Excellence: Optimizing Processes and Best Practices for S/4HANA and ECC Transformation","Draft","Anubhav Khare","SAP","Jan 5, 2024","",""
"UC10000106","Unveiling the Dynamic Transformation: A Comparative Exploration of S/4HANA Processes","Draft","Anubhav Khare","SAP","Jan 5, 2024","",""
"UC10000158","ARB: Savings Report on Multi-Round Sourcing Event - BTP Extension","Published","Swen Fuchs","SAP","Jan 4, 2024","Content Discovery","Jan 7, 2027"
"UC10000159","ARB: Requester Feedback on Supplier - BTP Extension","Published","Swen Fuchs","SAP","Jan 4, 2024","Content Discovery","Jan 7, 2027"
"UC10000160","ARB: Contract Responsibility Review - BTP Extension","Published","Swen Fuchs","SAP","Jan 4, 2024","Content Discovery","Jan 7, 2027"
"UC10000147","ARB: Advanced Sourcing Award - BTP Extension","Archived","Daniel Schunk","SAP","Jan 4, 2024","","Jan 15, 2025"
"UC10000146","ARB, S/4: Sourcing Control Tower - BTP Extension","Archived","Daniel Schunk","SAP","Jan 4, 2024","","Jan 15, 2025"
"UC10000149","ARB: Procurement Control Tower - BTP Extension","Archived","Daniel Schunk","SAP","Jan 4, 2024","","Jan 4, 2025"
"UC10000143","Augmented Analytics and Cannibalization identification for UDF","Draft","Joe Lobeck","SAP","Jan 4, 2024","",""
"UC10000142","Computer Aided Ordering for Perishable Goods","Draft","Joe Lobeck","SAP","Jan 4, 2024","",""
"UC10000141","Continuous Route Optimization for Short Lead Time Deliveries","Draft","Joe Lobeck","SAP","Jan 4, 2024","",""
"UC10000140","Product Manufacturing Analytics Platform","Draft","Joe Lobeck","SAP","Jan 4, 2024","",""
"UC10000137","Simulating Financial Forecast Based on Price Elasticity","Draft","Joe Lobeck","SAP","Jan 4, 2024","",""
"UC10000150","ARB: Procurement Intake Management - BTP Extension","Archived","Daniel Schunk","SAP","Jan 4, 2024","","Jan 4, 2025"
"UC00092652","FG: Document Extraction - BTP Integration","Archived","Courtney Trask","SAP","Jan 3, 2024","","Jan 8, 2025"
"UC00003946","Make Decisions Based on Historical and Real-Time High Velocity and High-Volume Data","Archived","Ravikiran Papthimar","Incture","Dec 28, 2023","","Dec 28, 2024"
"UC00004186","Build Data Transformation Factory with Future Data Stack","Archived","Werner Brunner","SAP","Dec 20, 2023","","Dec 20, 2024"
"UC00004289","Centralize SAP SuccessFactors Learning Schedule Viewing","Archived","Erin Wong","Rizing","Dec 15, 2023","","Dec 15, 2024"
"UC10000115","Complaints Forecasting","Draft","Joe Lobeck","SAP","Dec 12, 2023","",""
"UC10000112","Product Matching","Draft","Joe Lobeck","SAP","Dec 12, 2023","",""
"UC10000110","Automatic Sales Order Exception Processing","Draft","Joe Lobeck","SAP","Dec 12, 2023","",""
"UC10000111","Market Basket Analysis","Draft","Joe Lobeck","SAP","Dec 12, 2023","",""
"UC00093282","Mediafly - Driving Content Impact with SAP Sales Cloud","Archived","Jim Barton","SAP","Dec 5, 2023","","Dec 5, 2024"
"UC00093024","SerVo - Digital Assistant for Real-time Insights","Archived","Rohit Dwivedi","SAP","Dec 1, 2023","","Dec 1, 2024"
"UC00093022","AutoEncrypt – Maximizes Security and Compliance with Hyperautomation","Archived","Rohit Dwivedi","SAP","Dec 1, 2023","","Dec 1, 2024"
"UC00092812","Griffin - Hyperautomation Bot Powered by Business Technology Platform","Archived","Rohit Dwivedi","SAP","Dec 1, 2023","","Dec 1, 2024"
"UC00091354","Asset Management Integration (AMI)","Archived","Rohit Dwivedi","SAP","Dec 1, 2023","","Dec 1, 2024"
"UC00093473","Analysis Prime - Dynamic Approval Workflow","Archived","Graylin Johnson","Analysis Prime","Nov 30, 2023","Content Discovery","Nov 30, 2024"
"UC00093247","Prepare for Transformation with an Unified, Trusted View of Master Data","Archived","Corrie Birkeness","SAP","Nov 29, 2023","","Jan 24, 2025"
"UC10000036","Provide Personalized Opportunities for Employees with SAP SuccessFactors Opportunity Marketplace","Archived","Martina Willam","SAP","Nov 27, 2023","","Nov 27, 2024"
"UC10000054","Optimize Inventory Levels and Product Availability with SAP Predictive Replenishment","Draft","Deepak Krishna","SAP","Nov 23, 2023","",""
"UC10000034","Automate Invoice Processing in SAP Central Invoice Management","Archived","Flavio Fonte","SAP","Nov 22, 2023","","Nov 22, 2024"
"UC10000048","Provide Personalized Learning Recommendations in SAP SuccessFactors - in phased rollout","Archived","Satyabrata Chayani","SAP","Nov 21, 2023","","Nov 13, 2024"
"UC10000101","Latest Goal Management - How to upgrade","Draft","Ana Chillon","SAP","Nov 15, 2023","",""
"UC00003549","Build Financial Analytics Dashboard For Workforce Metrics","Archived","James Rapp","SAP","Nov 13, 2023","SAP.COM","Nov 13, 2024"
"UC00093478","B2B Customer Self-Service Portal","Archived","Fabrizio Gotta","SAP","Nov 13, 2023","","Jul 31, 2025"
"UC10000042","Automate Invoice Capture in SAP Concur","Draft","Chris Roethler","SAP","Nov 13, 2023","",""
"UC10000035","Increase Sales with Product Recommendations in SAP Commerce Cloud - Intelligent Selling Services","Archived","Ian Matthias","SAP","Nov 13, 2023","Content Discovery","Nov 13, 2024"
"UC10000027","Improve Your Warehouse Efficiency with Intelligent Slotting in SAP Extended Warehouse Management","Archived","Ganesh Wadawadigi","SAP","Nov 9, 2023","SAP.COM","Oct 30, 2024"
"UC10000114","Sales Assistant for Customer Success","Draft","Joe Lobeck","SAP","Nov 7, 2023","",""
"UC10000045","Optimize Your Supply Base with SAP Category Management","Draft","Ramanathan Gopalakrishnan","SAP","Nov 7, 2023","",""
"UC10000050","Forecast Demand Accurately in SAP Integrated Business Planning for Supply Chain","Draft","Tod Stenger","SAP","Nov 2, 2023","",""
"UC10000049","Detect Supply Chain Issues with Custom Alerts in SAP Integrated Business Planning","Draft","Tod Stenger","SAP","Nov 2, 2023","",""
"UC10000037","Improve Collection Processes with Predictive Scenarios in SAP Collection Management","Draft","Robin Bau","SAP","Nov 2, 2023","",""
"UC10000039","Speed Up Job Position Creation with Joule, the Generative AI Assistant in SAP SuccessFactors","Draft","Robert Mancine","SAP","Nov 2, 2023","",""
"UC10000038","Intuitively Access How-To Information About SAP Applications with Joule, the Generative AI Assistant","Draft","Robert Mancine","SAP","Nov 2, 2023","",""
"UC10000040","Automate Auditing with Verify in SAP Concur","Published","Tim Hopkins","SAP","Nov 1, 2023","Content Discovery","Aug 29, 2026"
"UC10000044","Increase Compliance and Reduce Maverick Spend with 360 Buying Capability in SAP Ariba Buying","Draft","Andrea Neff","SAP","Oct 31, 2023","",""
"UC10000052","Select the Most Appropriate Candidates with Resume Ranking in SAP Fieldglass","Draft","Andrea Neff","SAP","Oct 31, 2023","",""
"UC10000047","Achieve Better Process Recommendations with Process AI from SAP Signavio","Draft","Andrea Neff","SAP","Oct 31, 2023","",""
"UC10000041","Scan Mobile Business Receipts with ExpenseIT in SAP Concur","Draft","Andrea Neff","SAP","Oct 31, 2023","",""
"UC10000080","Reduce manual work by automating licensing of software products","Archived","Ivana Gasparic","SAP","Oct 31, 2023","","Oct 31, 2024"
"UC00093291","Condition-based Sales Order Distribution","Archived","Tristan Hu","SAP","Oct 30, 2023","","Oct 30, 2024"
"UC00004334","Build a healthcare app with SAP Health Data Services for FHIR - Workshop","Draft","Katharina Drouin","SAP","Oct 25, 2023","",""
"UC10000055","Match Open Receivables to Incoming Bank Statements with SAP Cash Application","Draft","Andrea Neff","SAP","Oct 19, 2023","",""
"UC10000081","Create your own project staffing application","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Oct 31, 2024"
"UC10000065","Reimagine the way treasury works with an intelligent cash solution","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Oct 31, 2024"
"UC10000066","Infuse AI into pre-close commentary","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Oct 31, 2024"
"UC10000067","integrate non SAP applications to other SAP solutions with BTP","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Nov 7, 2024"
"UC10000079","Simplify data access and interactions for your employees","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Nov 7, 2024"
"UC10000069","Build time tracking app","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Nov 7, 2024"
"UC10000087","Integrate enterprise applications on a unified digital foundation","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Nov 8, 2024"
"UC10000088","Modernize current BTP landscape to be more flexible across regions","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Nov 8, 2024"
"UC10000089","Enhance visibility on services that the company provides to their customers","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Nov 8, 2024"
"UC10000090","Minimize inefficiencies and complexity due to different processes across different affiliates","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Nov 8, 2024"
"UC10000091","Reduce invoices processing time with Process Automation and AI services","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Nov 8, 2024"
"UC10000092","Reward submitting timesheets on time using gamification engine","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Nov 8, 2024"
"UC10000093","Consolidate all the interfaces at one central location for easy administration","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Nov 8, 2024"
"UC10000094","Enable easy data sharing and analytics services for clients with Business Technology Platform","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Nov 8, 2024"
"UC10000095","Use a cloud based integration suite to react quickly to any future changes","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Nov 8, 2024"
"UC10000096","Take an integrated approach to supplier collaboration with SAP Business Technology Platform","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Nov 8, 2024"
"UC10000097","Increase user satisfaction using Timesheet App built on Business Technology Platform","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Nov 8, 2024"
"UC10000099","Automating Accounting Processes with SAP Business Technology Platform and SAP S/4HANA","Archived","Ivana Gasparic","SAP","Oct 19, 2023","","Oct 20, 2024"
"UC10000068","Predicting Solar Power Production","Archived","Andreas Forster","SAP","Oct 13, 2023","SAP.COM","Oct 28, 2025"
"UC00093144","Equipment Efficiency and Calibration: Monitoring & Prediction","Archived","Gonzalo Hernan Sendra","SAP","Oct 13, 2023","","Oct 13, 2024"
"UC10000077","Customised Liquidity Forecasting","Archived","Andreas Forster","SAP","Oct 13, 2023","","Oct 28, 2025"
"UC10000075","Citizen Engagement Accelerator Christchurch","Archived","Chris Atkins","SAP","Oct 12, 2023","","Oct 12, 2024"
"UC10000074","Automating Short-Time Working Compensations with SAP iRPA","Archived","Chris Atkins","SAP","Oct 12, 2023","","Oct 12, 2024"
"UC10000076","Automated Cost Allocation for Public Sector Grants","Archived","Chris Atkins","SAP","Oct 12, 2023","","Oct 12, 2024"
"UC10000073","Chatbot for SAP Financial Asset Management","Archived","Andreas Forster","SAP","Oct 12, 2023","","Nov 6, 2024"
"UC00003776","Convergentis - Operational Procurement","Draft","Julio Navas","ConvergentIS","Oct 12, 2023","",""
"UC10000028","S/4HANA EPPM Integration with Microsoft Project","Draft","Renato Zadro","SAP","Oct 11, 2023","",""
"UC00093479","Spend and Audit Risk Management","Archived","Chris Atkins","SAP","Oct 10, 2023","","Oct 12, 2024"
"UC10000059","Extending SAC Planning","Archived","Andreas Forster","SAP","Oct 5, 2023","SAP.COM","Oct 5, 2024"
"UC10000063","Multi-Bank Connectivity","Draft","Torsten Hoffmann","SAP","Oct 3, 2023","SAP.COM","Mar 10, 2026"
"UC10000064","ESG Investment Analytics","Draft","Torsten Hoffmann","SAP","Oct 3, 2023","SAP.COM","Mar 10, 2026"
"UC10000020","Monitor Cost and Schedule Performance of CAPEX Projects with S/4HANA EPPM and SAC","Draft","Renato Zadro","SAP","Oct 2, 2023","",""
"UC10000060","Profitability and Performance Managements for Banks","Draft","Torsten Hoffmann","SAP","Oct 2, 2023","SAP.COM","Mar 10, 2026"
"UC10000071","Creating a Digital Colleague Experience","Archived","MICHAEL VAN VEEN","SAP","Sep 29, 2023","","Oct 2, 2024"
"UC10000031","NextGen Mobile CART App for Field Operations","Archived","MICHAEL VAN VEEN","SAP","Sep 29, 2023","","Sep 29, 2024"
